time,open,high,low,close,volume,close_time,qav,trades,tbb,tbq,ign
2026-04-04 10:10:00,66964.3,66964.31,66918.0,66918.0,18.20409000,2026-04-04 10:14:59.999,1218527.72276640,4897,4.30667000,288274.78318100,0
2026-04-04 10:15:00,66918.01,66943.49,66918.0,66943.49,4.60575000,2026-04-04 10:19:59.999,308266.16025470,2040,2.82825000,189289.82166980,0
2026-04-04 10:20:00,66943.49,66943.49,66923.56,66933.83,4.11369000,2026-04-04 10:24:59.999,275348.99253200,2472,1.55762000,104254.96134350,0
2026-04-04 10:25:00,66933.82,66946.22,66930.07,66943.37,9.41857000,2026-04-04 10:29:59.999,630462.28466270,3859,5.75866000,385474.70868270,0
2026-04-04 10:30:00,66943.37,66948.0,66931.05,66942.26,6.84765000,2026-04-04 10:34:59.999,458380.00437740,3477,1.95207000,130668.07683350,0
2026-04-04 10:35:00,66942.25,67027.66,66942.25,67016.0,16.96308000,2026-04-04 10:39:59.999,1136289.60727710,4144,13.63603000,913417.43870030,0
2026-04-04 10:40:00,67016.0,67061.47,67010.0,67050.0,36.22458000,2026-04-04 10:44:59.999,2428694.69345440,6700,21.87285000,1466454.27275430,0
2026-04-04 10:45:00,67050.01,67167.0,67040.0,67144.32,76.61824000,2026-04-04 10:49:59.999,5141404.06133030,8805,57.66071000,3869164.09144690,0
2026-04-04 10:50:00,67144.32,67167.0,67126.64,67162.75,18.90498000,2026-04-04 10:54:59.999,1269377.95248860,4868,10.09116000,677558.52318900,0
2026-04-04 10:55:00,67162.75,67167.0,67136.68,67167.0,25.57024000,2026-04-04 10:59:59.999,1717203.19977860,4817,20.48078000,1375412.09807550,0
2026-04-04 11:00:00,67167.0,67232.72,67167.0,67181.4,52.30284000,2026-04-04 11:04:59.999,3514402.70604460,12045,32.22813000,2165421.88759370,0
2026-04-04 11:05:00,67181.4,67197.71,67156.81,67197.7,98.11650000,2026-04-04 11:09:59.999,6590937.18968560,7097,74.44419000,5000719.96960180,0
2026-04-04 11:10:00,67197.71,67197.71,67146.22,67170.22,81.84759000,2026-04-04 11:14:59.999,5497308.71512780,3716,4.81019000,323069.07753820,0
2026-04-04 11:15:00,67170.21,67170.22,67110.73,67128.59,13.89419000,2026-04-04 11:19:59.999,932856.22498730,5875,4.22381000,283539.07776320,0
2026-04-04 11:20:00,67128.59,67141.92,67119.15,67119.16,18.28918000,2026-04-04 11:24:59.999,1227821.93718040,3104,3.52225000,236473.48414270,0
2026-04-04 11:25:00,67119.15,67125.45,67116.24,67125.44,8.02281000,2026-04-04 11:29:59.999,538499.43646170,2911,5.18544000,348046.74989260,0
2026-04-04 11:30:00,67125.43,67125.44,67093.22,67105.79,21.90041000,2026-04-04 11:34:59.999,1469640.07989760,4386,7.14695000,479609.71725600,0
2026-04-04 11:35:00,67105.8,67105.8,67083.43,67083.43,8.96793000,2026-04-04 11:39:59.999,601741.79996930,2682,1.56347000,104909.26265260,0
2026-04-04 11:40:00,67083.44,67158.13,67083.43,67142.12,18.09040000,2026-04-04 11:44:59.999,1214260.31022170,5678,13.39114000,898750.35598900,0
2026-04-04 11:45:00,67142.12,67157.87,67121.95,67121.96,12.79163000,2026-04-04 11:49:59.999,858867.98266120,4359,5.30226000,356039.91580470,0
2026-04-04 11:50:00,67121.96,67129.45,67109.62,67129.44,16.14554000,2026-04-04 11:54:59.999,1083696.45433620,3080,3.51712000,236065.49949350,0
2026-04-04 11:55:00,67129.45,67156.93,67126.0,67156.93,12.81123000,2026-04-04 11:59:59.999,860065.07736650,4894,7.92822000,532261.15136080,0
